table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,ja,田町駅東口,,,田町駅東口
stops,stop_name,ja,藻塩橋,,,藻塩橋
stops,stop_name,ja,田町駅前,,,田町駅前
stops,stop_name,ja,浅草線三田駅前,,,浅草線三田駅前
stops,stop_name,ja,芝五丁目,,,芝五丁目
stops,stop_name,ja,芝三丁目,,,芝三丁目
stops,stop_name,ja,芝三丁目北,,,芝三丁目北
stops,stop_name,ja,赤羽橋南,,,赤羽橋南
stops,stop_name,ja,赤羽橋駅前,,,赤羽橋駅前
stops,stop_name,ja,中ノ橋,,,中ノ橋
stops,stop_name,ja,三田一丁目,,,三田一丁目
stops,stop_name,ja,麻布十番駅前（一の橋）,,,麻布十番駅前（一の橋）
stops,stop_name,ja,麻布十番,,,麻布十番
stops,stop_name,ja,鳥居坂下,,,鳥居坂下
stops,stop_name,ja,六本木けやき坂,,,六本木けやき坂
stops,stop_name,ja,六本木ヒルズ,,,六本木ヒルズ
stops,stop_name,ja,六本木駅前,,,六本木駅前
stops,stop_name,ja,麻布地区総合支所前,,,麻布地区総合支所前
stops,stop_name,ja,東洋英和女学院前,,,東洋英和女学院前
stops,stop_name,ja,麻布十番公共駐車場前,,,麻布十番公共駐車場前
stops,stop_name,ja,法務局入口,,,法務局入口
stops,stop_name,ja,東麻布二丁目（田町ルート）,,,東麻布二丁目（田町ルート）
stops,stop_name,ja,赤羽橋,,,赤羽橋
stops,stop_name,ja,芝三丁目西,,,芝三丁目西
stops,stop_name,ja,芝三丁目南,,,芝三丁目南
stops,stop_name,ja,三田線三田駅前,,,三田線三田駅前
stops,stop_name,ja,田町駅西口,,,田町駅西口
stops,stop_name,ja,六本木七丁目南,,,六本木七丁目南
stops,stop_name,ja,六本木交差点北,,,六本木交差点北
stops,stop_name,ja,六本木七丁目,,,六本木七丁目
stops,stop_name,ja,乃木坂駅入口,,,乃木坂駅入口
stops,stop_name,ja,赤坂小前,,,赤坂小前
stops,stop_name,ja,赤坂五丁目交番前,,,赤坂五丁目交番前
stops,stop_name,ja,赤坂駅前,,,赤坂駅前
stops,stop_name,ja,山王下,,,山王下
stops,stop_name,ja,赤坂見附駅,,,赤坂見附駅
stops,stop_name,ja,豊川稲荷前,,,豊川稲荷前
stops,stop_name,ja,赤坂地区総合支所前,,,赤坂地区総合支所前
stops,stop_name,ja,高橋是清翁記念公園前,,,高橋是清翁記念公園前
stops,stop_name,ja,赤坂郵便局前,,,赤坂郵便局前
stops,stop_name,ja,青山一丁目駅前,,,青山一丁目駅前
stops,stop_name,ja,南青山一丁目,,,南青山一丁目
stops,stop_name,ja,赤坂八丁目,,,赤坂八丁目
stops,stop_name,ja,山王病院前,,,山王病院前
stops,stop_name,ja,乃木公園,,,乃木公園
stops,stop_name,ja,檜町公園,,,檜町公園
stops,stop_name,ja,芝浦車庫,,,芝浦車庫
stops,stop_name,ja,芝浦四丁目,,,芝浦四丁目
stops,stop_name,ja,八千代橋,,,八千代橋
stops,stop_name,ja,赤坂六丁目,,,赤坂六丁目
stops,stop_name,ja,表参道駅,,,表参道駅
stops,stop_name,ja,南青山三丁目交差点,,,南青山三丁目交差点
stops,stop_name,ja,新橋駅,,,新橋駅
stops,stop_name,ja,新橋駅北口,,,新橋駅北口
stops,stop_name,ja,西新橋二丁目,,,西新橋二丁目
stops,stop_name,ja,虎ノ門一丁目,,,虎ノ門一丁目
stops,stop_name,ja,虎ノ門二丁目,,,虎ノ門二丁目
stops,stop_name,ja,愛宕一丁目,,,愛宕一丁目
stops,stop_name,ja,慈恵医大病院入口,,,慈恵医大病院入口
stops,stop_name,ja,愛宕警察署,,,愛宕警察署
stops,stop_name,ja,御成門駅,,,御成門駅
stops,stop_name,ja,港区役所,,,港区役所
stops,stop_name,ja,芝公園駅,,,芝公園駅
stops,stop_name,ja,芝園橋,,,芝園橋
stops,stop_name,ja,金杉橋,,,金杉橋
stops,stop_name,ja,芝一丁目,,,芝一丁目
stops,stop_name,ja,芝四丁目,,,芝四丁目
stops,stop_name,ja,烏森神社,,,烏森神社
stops,stop_name,ja,東麻布二丁目（ 麻布東ルート）,,,東麻布二丁目（ 麻布東ルート）
stops,stop_name,ja,法務局前,,,法務局前
stops,stop_name,ja,飯倉片町,,,飯倉片町
stops,stop_name,ja,東麻布三丁目,,,東麻布三丁目
stops,stop_name,ja,六本木五丁目,,,六本木五丁目
stops,stop_name,ja,仙台坂下,,,仙台坂下
stops,stop_name,ja,仙台坂上,,,仙台坂上
stops,stop_name,ja,元麻布二丁目,,,元麻布二丁目
stops,stop_name,ja,愛育クリニック,,,愛育クリニック
stops,stop_name,ja,有栖川宮記念公園,,,有栖川宮記念公園
stops,stop_name,ja,広尾駅,,,広尾駅
stops,stop_name,ja,天現寺橋,,,天現寺橋
stops,stop_name,ja,光林寺,,,光林寺
stops,stop_name,ja,本村小学校入口,,,本村小学校入口
stops,stop_name,ja,二ノ橋,,,二ノ橋
stops,stop_name,ja,麻布十番二丁目,,,麻布十番二丁目
stops,stop_name,ja,麻布いーすと通り,,,麻布いーすと通り
stops,stop_name,ja,東麻布一丁目（東京タワー下）,,,東麻布一丁目（東京タワー下）
stops,stop_name,ja,虎ノ門五丁目,,,虎ノ門五丁目
stops,stop_name,ja,神谷町駅前,,,神谷町駅前
stops,stop_name,ja,御成門北,,,御成門北
stops,stop_name,ja,御成門中学校,,,御成門中学校
stops,stop_name,ja,六本木六丁目,,,六本木六丁目
stops,stop_name,ja,西麻布,,,西麻布
stops,stop_name,ja,西麻布二丁目,,,西麻布二丁目
stops,stop_name,ja,西麻布一丁目,,,西麻布一丁目
stops,stop_name,ja,西麻布四丁目,,,西麻布四丁目
stops,stop_name,ja,日赤医療センター,,,日赤医療センター
stops,stop_name,ja,南青山六丁目,,,南青山六丁目
stops,stop_name,ja,青南小学校,,,青南小学校
stops,stop_name,ja,外苑前駅,,,外苑前駅
stops,stop_name,ja,青山二丁目交差点,,,青山二丁目交差点
stops,stop_name,ja,元赤坂一丁目,,,元赤坂一丁目
stops,stop_name,ja,南青山七丁目,,,南青山七丁目
stops,stop_name,ja,品川駅港南口,,,品川駅港南口
stops,stop_name,ja,芝浦中央公園入口,,,芝浦中央公園入口
stops,stop_name,ja,港南二丁目,,,港南二丁目
stops,stop_name,ja,高輪四丁目,,,高輪四丁目
stops,stop_name,ja,品川駅高輪口,,,品川駅高輪口
stops,stop_name,ja,東京高輪病院,,,東京高輪病院
stops,stop_name,ja,高輪三丁目,,,高輪三丁目
stops,stop_name,ja,高輪警察署前,,,高輪警察署前
stops,stop_name,ja,高輪台小学校,,,高輪台小学校
stops,stop_name,ja,高輪二丁目,,,高輪二丁目
stops,stop_name,ja,高輪一丁目,,,高輪一丁目
stops,stop_name,ja,魚籃坂下,,,魚籃坂下
stops,stop_name,ja,高輪地区総合支所前,,,高輪地区総合支所前
stops,stop_name,ja,三田四丁目,,,三田四丁目
stops,stop_name,ja,三田三丁目,,,三田三丁目
stops,stop_name,ja,慶應義塾東門,,,慶應義塾東門
stops,stop_name,ja,芝浦一丁目,,,芝浦一丁目
stops,stop_name,ja,竹芝橋,,,竹芝橋
stops,stop_name,ja,芝浦二丁目,,,芝浦二丁目
stops,stop_name,ja,芝浦三丁目,,,芝浦三丁目
stops,stop_name,ja,芝浦アイランド,,,芝浦アイランド
stops,stop_name,ja,海岸三丁目,,,海岸三丁目
stops,stop_name,ja,埠頭公園入口,,,埠頭公園入口
stops,stop_name,ja,高浜橋,,,高浜橋
stops,stop_name,ja,芝浦中央公園運動場,,,芝浦中央公園運動場
stops,stop_name,ja,浜路橋,,,浜路橋
stops,stop_name,ja,港南の郷,,,港南の郷
stops,stop_name,ja,港南三丁目,,,港南三丁目
stops,stop_name,ja,港南四丁目,,,港南四丁目
stops,stop_name,ja,港南いきいきプラザ,,,港南いきいきプラザ
stops,stop_name,ja,新港南橋,,,新港南橋
stops,stop_name,ja,港南一丁目,,,港南一丁目
stops,stop_name,ja,港南小学校前,,,港南小学校前
stops,stop_name,ja,プラザ神明,,,プラザ神明
stops,stop_name,ja,溜池山王駅,,,溜池山王駅
stops,stop_name,ja,青山高樹町,,,青山高樹町
stops,stop_name,ja,みなとパーク芝浦,,,みなとパーク芝浦
stops,stop_name,ja,港区役所北,,,港区役所北
stops,stop_name,ja,汐彩橋北,,,汐彩橋北
stops,stop_name,ja,芝浦ふ頭南,,,芝浦ふ頭南
stops,stop_name,ja,潮路橋,,,潮路橋
stops,stop_name,ja,海岸二丁目,,,海岸二丁目
stops,stop_name,ja,日の出桟橋入口,,,日の出桟橋入口
stops,stop_name,ja,竹芝桟橋入口,,,竹芝桟橋入口
stops,stop_name,ja-Hrkt,たまちえきひがしぐち,,,田町駅東口
stops,stop_name,ja-Hrkt,もしおばし,,,藻塩橋
stops,stop_name,ja-Hrkt,たまちえきまえ,,,田町駅前
stops,stop_name,ja-Hrkt,あさくさせんみたえきまえ,,,浅草線三田駅前
stops,stop_name,ja-Hrkt,しばごちょうめ,,,芝五丁目
stops,stop_name,ja-Hrkt,しばさんちょうめ,,,芝三丁目
stops,stop_name,ja-Hrkt,しばさんちょうめきた,,,芝三丁目北
stops,stop_name,ja-Hrkt,あかばねばしみなみ,,,赤羽橋南
stops,stop_name,ja-Hrkt,あかばねばしえきまえ,,,赤羽橋駅前
stops,stop_name,ja-Hrkt,なかのはし,,,中ノ橋
stops,stop_name,ja-Hrkt,みたいっちょうめ,,,三田一丁目
stops,stop_name,ja-Hrkt,あざぶじゅうばんえきまえ（いちのはし）,,,麻布十番駅前（一の橋）
stops,stop_name,ja-Hrkt,あざぶじゅうばん,,,麻布十番
stops,stop_name,ja-Hrkt,とりいざかした,,,鳥居坂下
stops,stop_name,ja-Hrkt,ろっぽんぎけやきざか,,,六本木けやき坂
stops,stop_name,ja-Hrkt,ろっぽんぎひるず,,,六本木ヒルズ
stops,stop_name,ja-Hrkt,ろっぽんぎえきまえ,,,六本木駅前
stops,stop_name,ja-Hrkt,あざぶちくそうごうししょまえ,,,麻布地区総合支所前
stops,stop_name,ja-Hrkt,とうようえいわじょがくいんまえ,,,東洋英和女学院前
stops,stop_name,ja-Hrkt,あざぶじゅうばんこうきょうちゅうしゃじょうまえ,,,麻布十番公共駐車場前
stops,stop_name,ja-Hrkt,ほうむきょくいりぐち,,,法務局入口
stops,stop_name,ja-Hrkt,ひがしあざぶにちょうめ,,,東麻布二丁目（田町ルート）
stops,stop_name,ja-Hrkt,あかばねばし,,,赤羽橋
stops,stop_name,ja-Hrkt,しばさんちょうめにし,,,芝三丁目西
stops,stop_name,ja-Hrkt,しばさんちょうめみなみ,,,芝三丁目南
stops,stop_name,ja-Hrkt,みたせんみたえきまえ,,,三田線三田駅前
stops,stop_name,ja-Hrkt,たまちえきにしぐち,,,田町駅西口
stops,stop_name,ja-Hrkt,ろっぽんぎななちょうめみなみ,,,六本木七丁目南
stops,stop_name,ja-Hrkt,ろっぽんぎこうさてんきた,,,六本木交差点北
stops,stop_name,ja-Hrkt,ろっぽんぎななちょうめ,,,六本木七丁目
stops,stop_name,ja-Hrkt,のぎざかえきいりぐち,,,乃木坂駅入口
stops,stop_name,ja-Hrkt,あかさかしょうまえ,,,赤坂小前
stops,stop_name,ja-Hrkt,あかさかごちょうめこうばんまえ,,,赤坂五丁目交番前
stops,stop_name,ja-Hrkt,あかさかえきまえ,,,赤坂駅前
stops,stop_name,ja-Hrkt,さんのうした,,,山王下
stops,stop_name,ja-Hrkt,あかさかみつけえき,,,赤坂見附駅
stops,stop_name,ja-Hrkt,とよかわいなりまえ,,,豊川稲荷前
stops,stop_name,ja-Hrkt,あかさかちくそうごうししょまえ,,,赤坂地区総合支所前
stops,stop_name,ja-Hrkt,たかはしこれきよおうきねんこうえんまえ,,,高橋是清翁記念公園前
stops,stop_name,ja-Hrkt,あかさかゆうびんきょくまえ,,,赤坂郵便局前
stops,stop_name,ja-Hrkt,あおやまいっちょうめえきまえ,,,青山一丁目駅前
stops,stop_name,ja-Hrkt,みなみあおやまいっちょうめ,,,南青山一丁目
stops,stop_name,ja-Hrkt,あかさかはっちょうめ,,,赤坂八丁目
stops,stop_name,ja-Hrkt,さんのうびょういんまえ,,,山王病院前
stops,stop_name,ja-Hrkt,のぎこうえん,,,乃木公園
stops,stop_name,ja-Hrkt,ひのきちょうこうえん,,,檜町公園
stops,stop_name,ja-Hrkt,しばうらしゃこ,,,芝浦車庫
stops,stop_name,ja-Hrkt,しばうらよんちょうめ,,,芝浦四丁目
stops,stop_name,ja-Hrkt,やちよばし,,,八千代橋
stops,stop_name,ja-Hrkt,あかさかろくちょうめ,,,赤坂六丁目
stops,stop_name,ja-Hrkt,おもてさんどうえき,,,表参道駅
stops,stop_name,ja-Hrkt,みなみあおやまさんちょうめこうさてん,,,南青山三丁目交差点
stops,stop_name,ja-Hrkt,しんばしえき,,,新橋駅
stops,stop_name,ja-Hrkt,しんばしえききたぐち,,,新橋駅北口
stops,stop_name,ja-Hrkt,にししんばしにちょうめ,,,西新橋二丁目
stops,stop_name,ja-Hrkt,とらのもんいっちょうめ,,,虎ノ門一丁目
stops,stop_name,ja-Hrkt,とらのもんにちょうめ,,,虎ノ門二丁目
stops,stop_name,ja-Hrkt,あたごいっちょうめ,,,愛宕一丁目
stops,stop_name,ja-Hrkt,じけいいだいびょういんいりぐち,,,慈恵医大病院入口
stops,stop_name,ja-Hrkt,あたごけいさつしょ,,,愛宕警察署
stops,stop_name,ja-Hrkt,おなりもんえき,,,御成門駅
stops,stop_name,ja-Hrkt,みなとくやくしょ,,,港区役所
stops,stop_name,ja-Hrkt,しばこうえんえき,,,芝公園駅
stops,stop_name,ja-Hrkt,しばぞのばし,,,芝園橋
stops,stop_name,ja-Hrkt,かなすぎばし,,,金杉橋
stops,stop_name,ja-Hrkt,しばいっちょうめ,,,芝一丁目
stops,stop_name,ja-Hrkt,しばよんちょうめ,,,芝四丁目
stops,stop_name,ja-Hrkt,からすもりじんじゃ,,,烏森神社
stops,stop_name,ja-Hrkt,ひがしあざぶにちょうめ,,,東麻布二丁目（ 麻布東ルート）
stops,stop_name,ja-Hrkt,ほうむきょくまえ,,,法務局前
stops,stop_name,ja-Hrkt,いいぐらかたまち,,,飯倉片町
stops,stop_name,ja-Hrkt,ひがしあざぶさんちょうめ,,,東麻布三丁目
stops,stop_name,ja-Hrkt,ろっぽんぎごちょうめ,,,六本木五丁目
stops,stop_name,ja-Hrkt,せんだいざかした,,,仙台坂下
stops,stop_name,ja-Hrkt,せんだいざかうえ,,,仙台坂上
stops,stop_name,ja-Hrkt,もとあざぶにちょうめ,,,元麻布二丁目
stops,stop_name,ja-Hrkt,あいいくくりにっく,,,愛育クリニック
stops,stop_name,ja-Hrkt,ありすがわのみやきねんこうえん,,,有栖川宮記念公園
stops,stop_name,ja-Hrkt,ひろおえき,,,広尾駅
stops,stop_name,ja-Hrkt,てんげんじばし,,,天現寺橋
stops,stop_name,ja-Hrkt,こうりんじ,,,光林寺
stops,stop_name,ja-Hrkt,ほんむらしょうがっこういりぐち,,,本村小学校入口
stops,stop_name,ja-Hrkt,にのはし,,,二ノ橋
stops,stop_name,ja-Hrkt,あざぶじゅうばんにちょうめ,,,麻布十番二丁目
stops,stop_name,ja-Hrkt,あざぶいーすとどおり,,,麻布いーすと通り
stops,stop_name,ja-Hrkt,ひがしあざぶいっちょうめ（とうきょうたわーした）,,,東麻布一丁目（東京タワー下）
stops,stop_name,ja-Hrkt,とらのもんごちょうめ,,,虎ノ門五丁目
stops,stop_name,ja-Hrkt,かみやちょうえきまえ,,,神谷町駅前
stops,stop_name,ja-Hrkt,おなりもんきた,,,御成門北
stops,stop_name,ja-Hrkt,おなりもんちゅうがっこう,,,御成門中学校
stops,stop_name,ja-Hrkt,ろっぽんぎろくちょうめ,,,六本木六丁目
stops,stop_name,ja-Hrkt,にしあざぶ,,,西麻布
stops,stop_name,ja-Hrkt,にしあざぶにちょうめ,,,西麻布二丁目
stops,stop_name,ja-Hrkt,にしあざぶいっちょうめ,,,西麻布一丁目
stops,stop_name,ja-Hrkt,にしあざぶよんちょうめ,,,西麻布四丁目
stops,stop_name,ja-Hrkt,にっせきいりょうせんたー,,,日赤医療センター
stops,stop_name,ja-Hrkt,みなみあおやまろくちょうめ,,,南青山六丁目
stops,stop_name,ja-Hrkt,せいなんしょうがっこう,,,青南小学校
stops,stop_name,ja-Hrkt,がいえんまええき,,,外苑前駅
stops,stop_name,ja-Hrkt,あおやまにちょうめこうさてん,,,青山二丁目交差点
stops,stop_name,ja-Hrkt,もとあかさかいっちょうめ,,,元赤坂一丁目
stops,stop_name,ja-Hrkt,みなみあおやまななちょうめ,,,南青山七丁目
stops,stop_name,ja-Hrkt,しながわえきこうなんぐち,,,品川駅港南口
stops,stop_name,ja-Hrkt,しばうらちゅうおうこうえんいりぐち,,,芝浦中央公園入口
stops,stop_name,ja-Hrkt,こうなんにちょうめ,,,港南二丁目
stops,stop_name,ja-Hrkt,たかなわよんちょうめ,,,高輪四丁目
stops,stop_name,ja-Hrkt,しながわえきたかなわぐち,,,品川駅高輪口
stops,stop_name,ja-Hrkt,とうきょうたかなわびょういん,,,東京高輪病院
stops,stop_name,ja-Hrkt,たかなわさんちょうめ,,,高輪三丁目
stops,stop_name,ja-Hrkt,たかなわけいさつしょまえ,,,高輪警察署前
stops,stop_name,ja-Hrkt,たかなわだいしょうがっこう,,,高輪台小学校
stops,stop_name,ja-Hrkt,たかなわにちょうめ,,,高輪二丁目
stops,stop_name,ja-Hrkt,たかなわいっちょうめ,,,高輪一丁目
stops,stop_name,ja-Hrkt,ぎょらんざかした,,,魚籃坂下
stops,stop_name,ja-Hrkt,たかなわちくそうごうししょまえ,,,高輪地区総合支所前
stops,stop_name,ja-Hrkt,みたよんちょうめ,,,三田四丁目
stops,stop_name,ja-Hrkt,みたさんちょうめ,,,三田三丁目
stops,stop_name,ja-Hrkt,けいおうぎじゅくひがしもん,,,慶應義塾東門
stops,stop_name,ja-Hrkt,しばうらいっちょうめ,,,芝浦一丁目
stops,stop_name,ja-Hrkt,たけしばばし,,,竹芝橋
stops,stop_name,ja-Hrkt,しばうらにちょうめ,,,芝浦二丁目
stops,stop_name,ja-Hrkt,しばうらさんちょうめ,,,芝浦三丁目
stops,stop_name,ja-Hrkt,しばうらあいらんど,,,芝浦アイランド
stops,stop_name,ja-Hrkt,かいがんさんちょうめ,,,海岸三丁目
stops,stop_name,ja-Hrkt,ふとうこうえんいりぐち,,,埠頭公園入口
stops,stop_name,ja-Hrkt,たかはまばし,,,高浜橋
stops,stop_name,ja-Hrkt,しばうらちゅうおうこうえんうんどうじょう,,,芝浦中央公園運動場
stops,stop_name,ja-Hrkt,はまじばし,,,浜路橋
stops,stop_name,ja-Hrkt,こうなんのさと,,,港南の郷
stops,stop_name,ja-Hrkt,こうなんさんちょうめ,,,港南三丁目
stops,stop_name,ja-Hrkt,こうなんよんちょうめ,,,港南四丁目
stops,stop_name,ja-Hrkt,こうなんいきいきぷらざ,,,港南いきいきプラザ
stops,stop_name,ja-Hrkt,しんこうなんばし,,,新港南橋
stops,stop_name,ja-Hrkt,こうなんいっちょうめ,,,港南一丁目
stops,stop_name,ja-Hrkt,こうなんしょうがっこうまえ,,,港南小学校前
stops,stop_name,ja-Hrkt,ぷらざしんめい,,,プラザ神明
stops,stop_name,ja-Hrkt,ためいけさんのうえき,,,溜池山王駅
stops,stop_name,ja-Hrkt,あおやまたかぎちょう,,,青山高樹町
stops,stop_name,ja-Hrkt,みなとぱーくしばうら,,,みなとパーク芝浦
stops,stop_name,ja-Hrkt,みなとくやくしょきた,,,港区役所北
stops,stop_name,ja-Hrkt,しおさいばしきた,,,汐彩橋北
stops,stop_name,ja-Hrkt,しばうらふとうみなみ,,,芝浦ふ頭南
stops,stop_name,ja-Hrkt,しおじばし,,,潮路橋
stops,stop_name,ja-Hrkt,かいがんにちょうめ,,,海岸二丁目
stops,stop_name,ja-Hrkt,ひのでさんばしいりぐち,,,日の出桟橋入口
stops,stop_name,ja-Hrkt,たけしばさんばしいりぐち,,,竹芝桟橋入口
stops,stop_name,en,Tamachi Sta. East Gate,,,田町駅東口
stops,stop_name,en,Moshiobashi,,,藻塩橋
stops,stop_name,en,Tamachi Sta.,,,田町駅前
stops,stop_name,en,Mita Station on the Asakusa Line,,,浅草線三田駅前
stops,stop_name,en,Kinrofukushi Kaikan,,,S_2629
stops,stop_name,en,Shiba 5-chome,,,芝五丁目
stops,stop_name,en,Shiba 3-chome,,,芝三丁目
stops,stop_name,en,Shiba 3-chome Kita,,,芝三丁目北
stops,stop_name,en,Akabanebashi Minami,,,赤羽橋南
stops,stop_name,en,Akabanebashi Sta.,,,赤羽橋駅前
stops,stop_name,en,Nakanohashi,,,中ノ橋
stops,stop_name,en,Mita 1-chome,,,三田一丁目
stops,stop_name,en,Azabu Jyuban Sta.（Ichinohashi）,,,麻布十番駅前（一の橋）
stops,stop_name,en,Azabu Jyuban,,,麻布十番
stops,stop_name,en,Toriizaka-shita,,,鳥居坂下
stops,stop_name,en,Roppongi Keyakizaka,,,六本木けやき坂
stops,stop_name,en,Roppongi Hills,,,六本木ヒルズ
stops,stop_name,en,Roppongi Sta.,,,六本木駅前
stops,stop_name,en,Azabu Regional City Office,,,麻布地区総合支所前
stops,stop_name,en,Toyo Eiwa Jyogakuin,,,東洋英和女学院前
stops,stop_name,en,Azabu Jyuban Public Parking,,,麻布十番公共駐車場前
stops,stop_name,en,Legal Affairs Bureau Ent.,,,法務局入口
stops,stop_name,en,Higashi Azabu 2-chome(Tamachi Route),,,東麻布二丁目（田町ルート）
stops,stop_name,en,Akabanebashi,,,赤羽橋
stops,stop_name,en,Shiba 3-chome Nishi,,,芝三丁目西
stops,stop_name,en,Shiba 3-chome Minami,,,芝三丁目南
stops,stop_name,en,Mita Station on the Mita Line,,,三田線三田駅前
stops,stop_name,en,Tamachi Sta. West Gate,,,田町駅西口
stops,stop_name,en,Roppongi 7-chome Minami,,,六本木七丁目南
stops,stop_name,en,Roppongi Cross-point kita,,,六本木交差点北
stops,stop_name,en,Roppongi 7-chome,,,六本木七丁目
stops,stop_name,en,Nogizaka Sta. Ent.,,,乃木坂駅入口
stops,stop_name,en,Akasaka Elementary School,,,赤坂小前
stops,stop_name,en,Akasaka 5-chome Police Box,,,赤坂五丁目交番前
stops,stop_name,en,Akasaka Sta.,,,赤坂駅前
stops,stop_name,en,Sannoshita,,,山王下
stops,stop_name,en,Akasaka Mitsuke Sta.,,,赤坂見附駅
stops,stop_name,en,Toyokawainari,,,豊川稲荷前
stops,stop_name,en,Akasaka Regional City Office,,,赤坂地区総合支所前
stops,stop_name,en,Takahashi Korekiyoou Memorial Park,,,高橋是清翁記念公園前
stops,stop_name,en,Akasaka Post Office,,,赤坂郵便局前
stops,stop_name,en,Aoyama 1-chome Sta.,,,青山一丁目駅前
stops,stop_name,en,Minami Aoyama 1-chome,,,南青山一丁目
stops,stop_name,en,Akasaka 8-chome,,,赤坂八丁目
stops,stop_name,en,Sanno Hospital,,,山王病院前
stops,stop_name,en,Nogi Park,,,乃木公園
stops,stop_name,en,Hinokicho Park,,,檜町公園
stops,stop_name,en,Shibaura Bus Depot,,,芝浦車庫
stops,stop_name,en,Shibaura 4-chome,,,芝浦四丁目
stops,stop_name,en,Yachiyo-bashi,,,八千代橋
stops,stop_name,en,Akasaka 6-chome,,,赤坂六丁目
stops,stop_name,en,Omotesando Sta.,,,表参道駅
stops,stop_name,en,Minami Aoyama 3-chome Cross-point,,,南青山三丁目交差点
stops,stop_name,en,Shinbashi Sta.,,,新橋駅
stops,stop_name,en,Shinbashi Sta. North Gate,,,新橋駅北口
stops,stop_name,en,Nishi shinbashi 2-chome,,,西新橋二丁目
stops,stop_name,en,Toranomon 1-chome,,,虎ノ門一丁目
stops,stop_name,en,Toranomon 2-chome,,,虎ノ門二丁目
stops,stop_name,en,Atago 1-chome,,,愛宕一丁目
stops,stop_name,en,Jikei Univ. Hospital Ent.,,,慈恵医大病院入口
stops,stop_name,en,Atago Police Sta.,,,愛宕警察署
stops,stop_name,en,Onarimon Sta.,,,御成門駅
stops,stop_name,en,Minato City Hall,,,港区役所
stops,stop_name,en,Shibakoen Sta.,,,芝公園駅
stops,stop_name,en,Shibazonobashi,,,芝園橋
stops,stop_name,en,Kanasugi-bashi,,,金杉橋
stops,stop_name,en,Shiba 1-chome,,,芝一丁目
stops,stop_name,en,Shiba 4-chome,,,芝四丁目
stops,stop_name,en,Karasumori Jinja,,,烏森神社
stops,stop_name,en,Shibakoen 4-chome,,,S_8285
stops,stop_name,en,Higashi Azabu 2-chome(Azabu-East Route),,,東麻布二丁目（ 麻布東ルート）
stops,stop_name,en,Legal Affairs Bureau,,,法務局前
stops,stop_name,en,Iigurakatamachi,,,飯倉片町
stops,stop_name,en,Higashi Azabu 3-chome,,,東麻布三丁目
stops,stop_name,en,Roppongi 5-chome,,,六本木五丁目
stops,stop_name,en,Sendaizaka-shita,,,仙台坂下
stops,stop_name,en,Sendaizaka-ue,,,仙台坂上
stops,stop_name,en,Moto Azabu 2-chome,,,元麻布二丁目
stops,stop_name,en,Aiiku Clinic,,,愛育クリニック
stops,stop_name,en,Arisugawanomiya Memorial Park,,,有栖川宮記念公園
stops,stop_name,en,Hiroo Sta.,,,広尾駅
stops,stop_name,en,Tengenji-bashi,,,天現寺橋
stops,stop_name,en,Korinji,,,光林寺
stops,stop_name,en,Honmura Elementary School Ent.,,,本村小学校入口
stops,stop_name,en,Nino-hashi,,,二ノ橋
stops,stop_name,en,Azabu-Juban 2-chome,,,麻布十番二丁目
stops,stop_name,en,Azabu East St.,,,麻布いーすと通り
stops,stop_name,en,Higashi Azabu 1-chome（Tokyo tower-shita）,,,東麻布一丁目（東京タワー下）
stops,stop_name,en,Toranomon 5-chome,,,虎ノ門五丁目
stops,stop_name,en,Kamiyacho Sta.,,,神谷町駅前
stops,stop_name,en,Onarimon Kita,,,御成門北
stops,stop_name,en,Onarimon Jr. High School,,,御成門中学校
stops,stop_name,en,Roppongi 6-chome,,,六本木六丁目
stops,stop_name,en,Nishi Azabu,,,西麻布
stops,stop_name,en,Nishi Azabu 2-chome,,,西麻布二丁目
stops,stop_name,en,Nishi Azabu 1-chome,,,西麻布一丁目
stops,stop_name,en,Nishi Azabu 4-chome,,,西麻布四丁目
stops,stop_name,en,Nisseki Medical Center,,,日赤医療センター
stops,stop_name,en,Minami Aoyama 6-chome,,,南青山六丁目
stops,stop_name,en,Seinan Elementary School,,,青南小学校
stops,stop_name,en,Gaien-mae Sta.,,,外苑前駅
stops,stop_name,en,Aoyama 2-chome Cross-point,,,青山二丁目交差点
stops,stop_name,en,Moto Akasaka 1-chome,,,元赤坂一丁目
stops,stop_name,en,Minami Aoyama 7-chome,,,南青山七丁目
stops,stop_name,en,Shinagawa Sta. Konan Gate,,,品川駅港南口
stops,stop_name,en,Shibaura Chuo Park Ent.,,,芝浦中央公園入口
stops,stop_name,en,Konan 2-chome,,,港南二丁目
stops,stop_name,en,Takanawa 4-chome,,,高輪四丁目
stops,stop_name,en,Shinagawa Sta.Takanawa Gate,,,品川駅高輪口
stops,stop_name,en,Tokyo Takanawa Hospital,,,東京高輪病院
stops,stop_name,en,Takanawa 3-chome,,,高輪三丁目
stops,stop_name,en,Takanawa Police Sta.,,,高輪警察署前
stops,stop_name,en,Takanawadai Elementary School,,,高輪台小学校
stops,stop_name,en,Takanawa 2-chome,,,高輪二丁目
stops,stop_name,en,Takanawa 1-chome,,,高輪一丁目
stops,stop_name,en,Gyoranzaka-shita,,,魚籃坂下
stops,stop_name,en,Takanawa Regional City Office,,,高輪地区総合支所前
